shipment_id,origin,destination,transport_mode,shipment_date,planned_delivery_days,actual_delivery_days,month,season,weather_risk_score,customs_complexity_score,port_congestion_level,supplier_reliability_score,delay_days,delay_category,trade_value_usd,commodity_type,is_peak_season,high_customs_risk,high_congestion,unreliable_supplier,route_length_category,composite_risk_score
SH0320,Shanghai,Los Angeles,Maritime,2024-08-27,14,14,8,Summer,0.421,3.84,0.69,0.961,0,On-Time,24940.514680696077,Machinery,1,0,0,0,Medium,1.41845
SH0321,Chennai,Bangalore,Rail,2024-07-18,1,1,7,Summer,0.11,2.4,0.83,0.756,0,On-Time,16423.232106948068,Electronics,1,0,0,0,Short,1.0105
SH0322,Paris,Lyon,Rail,2024-04-07,1,6,4,Spring,0.56,6.79,0.46,0.843,5,Major Delay,310048.9518112824,Food,0,1,0,0,Short,2.3032500000000002
SH0323,Frankfurt,Berlin,Rail,2024-10-15,1,7,10,Fall,0.201,9.59,0.96,0.881,6,Major Delay,64030.56773638284,Machinery,0,1,0,0,Short,3.1869499999999995
SH0324,Chennai,Bangalore,Rail,2024-02-25,1,7,2,Winter,0.246,7.31,2.03,0.745,6,Major Delay,45057.13010927687,Chemicals,1,1,1,0,Short,2.8134499999999996
SH0325,Shanghai,Los Angeles,Maritime,2024-05-09,14,14,5,Spring,0.095,1.05,0.7,0.734,0,On-Time,31217.369312572486,Chemicals,0,0,0,0,Medium,0.5755
SH0326,Frankfurt,Berlin,Rail,2024-04-08,1,7,4,Spring,0.394,10.18,1.79,0.951,6,Major Delay,124653.65167172591,Chemicals,0,1,0,0,Short,3.59255
SH0327,Paris,Lyon,Rail,2024-03-04,1,1,3,Spring,0.263,2.68,0.4,0.977,0,On-Time,90216.82577131591,Electronics,0,0,0,0,Short,0.96235
SH0328,Frankfurt,Berlin,Rail,2024-06-24,1,1,6,Summer,0.196,3.95,0.63,0.776,0,On-Time,54956.05076667609,Textiles,1,0,0,0,Short,1.4377
SH0329,Paris,Lyon,Rail,2024-07-02,1,3,7,Summer,0.066,1.86,3.09,0.763,2,Minor Delay,1694.926047131133,Chemicals,1,0,1,0,Short,1.4029500000000001
SH0330,Rotterdam,New York,Maritime,2024-08-29,12,12,8,Summer,0.376,1.82,0.96,0.805,0,On-Time,35230.50666478855,Machinery,1,0,0,0,Medium,0.90995
SH0331,Hamburg,Charleston,Maritime,2024-02-14,13,22,2,Winter,0.224,7.45,3.47,0.82,9,Major Delay,67746.01600178453,Machinery,1,1,1,0,Medium,3.1923
SH0332,Chennai,Bangalore,Rail,2024-05-08,1,1,5,Spring,0.393,2.99,0.74,0.776,0,On-Time,25222.078913772988,Chemicals,0,0,0,0,Short,1.2166000000000001
SH0333,Shenzhen,Long Beach,Maritime,2024-08-07,16,22,8,Summer,0.192,6.02,1.87,0.645,6,Major Delay,103862.33323986195,Machinery,1,1,0,1,Medium,2.4006499999999997
SH0334,Frankfurt,Berlin,Rail,2024-07-21,1,1,7,Summer,0.153,1.12,0.93,0.896,0,On-Time,5979.364195785012,Electronics,1,0,0,0,Short,0.6251000000000001
SH0335,Hamburg,Charleston,Maritime,2024-09-18,13,13,9,Fall,0.506,1.88,0.01,0.755,0,On-Time,6980.101617866169,Electronics,0,0,0,0,Medium,0.72895
SH0336,Rotterdam,New York,Maritime,2024-09-16,12,23,9,Fall,0.091,10.48,0.83,0.82,11,Major Delay,32261.81740089871,Electronics,0,1,0,0,Medium,3.4147000000000003
SH0337,Shanghai,Los Angeles,Maritime,2024-08-05,14,14,8,Summer,0.267,2.24,0.66,0.877,0,On-Time,18366.944090114077,Food,1,0,0,0,Medium,0.9211500000000001
SH0338,Frankfurt,Berlin,Rail,2024-07-21,1,1,7,Summer,0.624,2.9,1.52,0.768,0,On-Time,93449.53467105163,Machinery,1,0,0,0,Short,1.4328
SH0339,Kolkata,Delhi,Rail,2024-02-20,3,12,2,Winter,0.316,4.31,3.6,0.823,9,Major Delay,47574.81735006236,Textiles,1,1,1,0,Short,2.3004499999999997
SH0340,Kolkata,Delhi,Rail,2024-07-21,3,6,7,Summer,0.063,4.55,0.39,0.869,3,Minor Delay,1139.099888611371,Chemicals,1,1,0,0,Short,1.50785
SH0341,Chennai,Bangalore,Rail,2024-05-28,1,1,5,Spring,0.102,1.63,0.42,0.685,0,On-Time,37855.733151574495,Machinery,0,0,0,1,Short,0.6931499999999999
SH0342,Rotterdam,New York,Maritime,2024-08-25,12,20,8,Summer,0.19,9.58,1.14,0.903,8,Major Delay,113178.74236290809,Electronics,1,1,0,0,Medium,3.22125
SH0343,Frankfurt,Berlin,Rail,2024-02-22,1,1,2,Winter,0.283,1.14,0.25,0.916,0,On-Time,89207.98017444156,Textiles,1,0,0,0,Short,0.4821
SH0344,Delhi,Mumbai,Rail,2024-06-13,2,6,6,Summer,0.19,4.37,1.95,0.813,4,Major Delay,4089.267311614806,Machinery,1,1,0,0,Short,1.88325
SH0345,Hamburg,Charleston,Maritime,2024-07-19,13,14,7,Summer,0.242,7.19,0.08,0.97,1,Minor Delay,32346.331996574132,Electronics,1,1,0,0,Medium,2.2329
SH0346,Shanghai,Los Angeles,Maritime,2024-08-12,14,18,8,Summer,0.506,1.66,3.69,0.873,4,Major Delay,13436.982193267297,Machinery,1,0,1,0,Medium,1.55345
SH0347,Paris,Lyon,Rail,2024-04-15,1,1,4,Spring,0.359,0.3,0.51,0.701,0,On-Time,4194.892263622157,Chemicals,0,0,0,0,Short,0.36405
SH0348,Chennai,Bangalore,Rail,2024-04-18,1,1,4,Spring,0.479,3.44,0.62,0.903,0,On-Time,3417.3825462276345,Food,0,0,0,0,Short,1.3070500000000003
SH0349,Delhi,Mumbai,Rail,2024-01-30,2,7,1,Winter,0.075,5.03,0.77,0.752,5,Major Delay,69094.30368071361,Food,1,1,0,0,Short,1.7785
SH0350,Kolkata,Delhi,Rail,2024-02-15,3,3,2,Winter,0.274,2.75,0.88,0.829,0,On-Time,91365.83593811642,Chemicals,1,0,0,0,Short,1.14255
SH0351,Delhi,Mumbai,Rail,2024-07-14,2,2,7,Summer,0.131,0.79,1.0,0.627,0,On-Time,49096.712087933476,Textiles,1,0,0,1,Short,0.6064499999999999
SH0352,Frankfurt,Berlin,Rail,2024-10-13,1,1,10,Fall,0.205,2.39,0.21,0.651,0,On-Time,12410.788373981462,Machinery,0,0,0,1,Short,0.89775
SH0353,Delhi,Mumbai,Rail,2024-02-14,2,2,2,Winter,0.018,2.78,1.8,0.607,0,On-Time,27064.775484624755,Electronics,1,0,0,1,Short,1.38585
SH0354,Hamburg,Charleston,Maritime,2024-07-18,13,16,7,Summer,0.641,5.83,1.62,0.669,3,Minor Delay,68425.35746733825,Chemicals,1,1,0,1,Medium,2.36495
SH0355,Mumbai,Felixstowe,Maritime,2024-05-18,18,18,5,Spring,0.129,1.21,0.39,0.902,0,On-Time,1131.377517302751,Food,0,0,0,0,Long,0.5107999999999999
SH0356,Rotterdam,New York,Maritime,2024-09-22,12,12,9,Fall,0.169,0.63,0.08,0.885,0,On-Time,35551.593778911876,Chemicals,0,0,0,0,Medium,0.27154999999999996
SH0357,Hamburg,Charleston,Maritime,2024-05-04,13,16,5,Spring,0.188,0.3,3.12,0.916,3,Minor Delay,12373.528626935416,Electronics,0,0,1,0,Medium,0.9286
SH0358,Delhi,Mumbai,Rail,2024-03-15,2,2,3,Spring,0.311,3.61,0.43,0.813,0,On-Time,19638.1542051952,Food,0,0,0,0,Short,1.29945
SH0359,Shenzhen,Long Beach,Maritime,2024-09-27,16,16,9,Fall,0.593,1.29,1.72,0.826,0,On-Time,248873.04519623148,Textiles,0,0,0,0,Medium,0.9791
SH0360,Frankfurt,Berlin,Rail,2024-09-27,1,6,9,Fall,0.206,1.58,2.01,0.813,5,Major Delay,8374.83012792533,Textiles,0,0,1,0,Short,1.0644500000000001
SH0361,Shenzhen,Long Beach,Maritime,2024-05-31,16,16,5,Spring,0.438,0.94,0.31,0.72,0,On-Time,44509.90898661481,Electronics,0,0,0,0,Medium,0.5171
SH0362,Frankfurt,Berlin,Rail,2024-05-05,1,6,5,Spring,0.349,7.74,0.63,0.683,5,Major Delay,19144.211387525025,Food,0,1,0,1,Short,2.62855
SH0363,Kolkata,Delhi,Rail,2024-04-20,3,3,4,Spring,0.194,2.25,0.98,0.915,0,On-Time,22550.744382748475,Electronics,0,0,0,0,Short,0.98005
SH0364,Shanghai,Los Angeles,Maritime,2024-04-12,14,20,4,Spring,0.529,7.43,0.09,0.866,6,Major Delay,46755.4802135758,Food,0,1,0,0,Medium,2.3907999999999996
SH0365,Chennai,Bangalore,Rail,2024-02-23,1,2,2,Winter,0.244,2.81,2.5,0.858,1,Minor Delay,2761.0470934870036,Machinery,1,0,1,0,Short,1.5523
SH0366,Chennai,Bangalore,Rail,2024-04-18,1,1,4,Spring,0.395,1.7,0.39,0.855,0,On-Time,1526.7576828328536,Machinery,0,0,0,0,Short,0.72275
SH0367,Frankfurt,Berlin,Rail,2024-09-21,1,2,9,Fall,0.259,3.68,2.22,0.822,1,Minor Delay,10582.761307970517,Machinery,0,0,1,0,Short,1.7553000000000003
SH0368,Hamburg,Charleston,Maritime,2024-04-16,13,13,4,Spring,0.549,3.28,0.14,0.638,0,On-Time,113683.79991476331,Machinery,0,0,0,1,Medium,1.2192999999999998
SH0369,Hamburg,Charleston,Maritime,2024-10-06,13,13,10,Fall,0.184,0.79,1.51,0.676,0,On-Time,23335.888384070448,Machinery,0,0,0,1,Medium,0.7323
SH0370,Kolkata,Delhi,Rail,2024-04-08,3,9,4,Spring,0.014,5.84,0.31,0.95,6,Major Delay,11108.395244927518,Machinery,0,1,0,0,Short,1.8447999999999998
SH0371,Frankfurt,Berlin,Rail,2024-01-23,1,1,1,Winter,0.634,3.41,1.25,0.883,0,On-Time,18817.61049190243,Electronics,1,0,0,0,Short,1.49155
SH0372,Chennai,Bangalore,Rail,2024-05-03,1,9,5,Spring,0.389,6.03,0.18,0.814,8,Major Delay,8184.811196413839,Electronics,0,1,0,0,Short,1.9783
SH0373,Delhi,Mumbai,Rail,2024-07-16,2,2,7,Summer,0.481,1.08,0.39,0.788,0,On-Time,12473.321687198335,Chemicals,1,0,0,0,Short,0.5707
SH0374,Shanghai,Los Angeles,Maritime,2024-03-05,14,14,3,Spring,0.446,3.6,0.23,0.906,0,On-Time,45948.3067025827,Electronics,0,0,0,0,Medium,1.2502000000000002
SH0375,Shanghai,Los Angeles,Maritime,2024-10-07,14,16,10,Fall,0.293,3.87,3.39,0.712,2,Minor Delay,17043.82534436036,Electronics,0,0,1,0,Medium,2.1391
SH0376,Rotterdam,New York,Maritime,2024-10-19,12,12,10,Fall,0.04,1.78,0.28,0.726,0,On-Time,17216.732719779422,Textiles,0,0,0,0,Medium,0.6805000000000001
SH0377,Delhi,Mumbai,Rail,2024-03-14,2,2,3,Spring,0.08,0.94,0.08,0.83,0,On-Time,3876.463234314569,Electronics,0,0,0,0,Short,0.36050000000000004
SH0378,Hamburg,Charleston,Maritime,2024-04-26,13,33,4,Spring,0.295,19.44,1.43,0.76,20,Major Delay,62509.00182808232,Electronics,0,1,0,0,Medium,6.3084999999999996
SH0379,Kolkata,Delhi,Rail,2024-06-14,3,3,6,Summer,0.294,3.85,0.55,0.941,0,On-Time,10273.872774225587,Food,1,0,0,0,Short,1.36605
SH0380,Hamburg,Charleston,Maritime,2024-01-07,13,24,1,Winter,0.327,10.67,0.1,0.904,11,Major Delay,1787.0040996698801,Textiles,1,1,0,0,Medium,3.3154
SH0381,Hamburg,Charleston,Maritime,2024-05-02,13,26,5,Spring,0.595,15.98,0.68,0.975,13,Major Delay,5760.5477335102905,Textiles,0,1,0,0,Medium,5.089249999999999
SH0382,Shenzhen,Long Beach,Maritime,2024-03-07,16,18,3,Spring,0.11,1.51,0.11,0.41,2,Minor Delay,138974.44056984535,Chemicals,0,0,0,1,Medium,0.6499999999999999
SH0383,Shanghai,Los Angeles,Maritime,2024-05-10,14,14,5,Spring,0.429,3.62,1.4,0.763,0,On-Time,43612.42023160206,Chemicals,0,0,0,0,Medium,1.5810500000000003
SH0384,Mumbai,Felixstowe,Maritime,2024-08-16,18,24,8,Summer,0.391,4.09,0.52,0.878,6,Major Delay,102096.36582856759,Electronics,1,1,0,0,Long,1.4657
SH0385,Shanghai,Los Angeles,Maritime,2024-07-23,14,14,7,Summer,0.177,1.19,0.06,0.772,0,On-Time,28657.775971723746,Textiles,1,0,0,0,Medium,0.4644
SH0386,Chennai,Bangalore,Rail,2024-07-09,1,1,7,Summer,0.228,0.46,0.08,0.736,0,On-Time,28130.214192325217,Machinery,1,0,0,0,Short,0.2696
SH0387,Shanghai,Los Angeles,Maritime,2024-09-16,14,26,9,Fall,0.113,6.6,0.68,0.683,12,Major Delay,15308.304332306023,Electronics,0,1,0,1,Medium,2.2518499999999997
SH0388,Mumbai,Felixstowe,Maritime,2024-06-15,18,22,6,Summer,0.264,4.41,1.48,0.921,4,Major Delay,126933.79394985459,Electronics,1,1,0,0,Long,1.76555
SH0389,Mumbai,Felixstowe,Maritime,2024-04-30,18,21,4,Spring,0.096,6.22,1.09,0.895,3,Minor Delay,61622.77023632112,Electronics,0,1,0,0,Long,2.1839500000000003
SH0390,Paris,Lyon,Rail,2024-03-20,1,5,3,Spring,0.027,1.09,1.22,0.523,4,Major Delay,46532.5444645405,Machinery,0,0,0,1,Short,0.7566499999999999
SH0391,Shanghai,Los Angeles,Maritime,2024-05-15,14,18,5,Spring,0.501,4.86,0.39,0.674,4,Major Delay,13605.935929992653,Chemicals,0,1,0,1,Medium,1.7371999999999999
SH0392,Shanghai,Los Angeles,Maritime,2024-08-16,14,18,8,Summer,0.452,3.7,2.2,0.878,4,Major Delay,40088.39979037441,Machinery,1,0,1,0,Medium,1.7809000000000001
SH0393,Chennai,Bangalore,Rail,2024-02-23,1,1,2,Winter,0.282,1.57,1.16,0.683,0,On-Time,34040.752120224875,Chemicals,1,0,0,1,Short,0.89665
SH0394,Shenzhen,Long Beach,Maritime,2024-04-04,16,16,4,Spring,0.62,3.34,0.32,0.818,0,On-Time,39546.438161801845,Food,0,0,0,0,Medium,1.2515
SH0395,Kolkata,Delhi,Rail,2024-07-28,3,3,7,Summer,0.566,3.46,0.66,0.775,0,On-Time,76033.6461218594,Electronics,1,0,0,0,Short,1.37245
SH0396,Paris,Lyon,Rail,2024-08-07,1,1,8,Summer,0.176,1.61,0.42,0.967,0,On-Time,163568.31922643763,Chemicals,1,0,0,0,Short,0.63145
SH0397,Hamburg,Charleston,Maritime,2024-06-23,13,13,6,Summer,0.282,1.87,0.87,0.607,0,On-Time,6612.539140357128,Food,1,0,0,1,Medium,0.9331500000000001
SH0398,Hamburg,Charleston,Maritime,2024-05-03,13,17,5,Spring,0.3,5.5,0.75,0.787,4,Major Delay,7501.834162101656,Machinery,0,1,0,0,Medium,1.95075
SH0399,Kolkata,Delhi,Rail,2024-06-27,3,9,6,Summer,0.693,6.81,1.17,0.927,6,Major Delay,11161.498895572277,Chemicals,1,1,0,0,Short,2.4923499999999996
SH0400,Frankfurt,Berlin,Rail,2024-07-17,1,1,7,Summer,0.058,3.42,0.29,0.798,0,On-Time,9350.864135055326,Food,1,0,0,0,Short,1.1606
SH0401,Paris,Lyon,Rail,2024-03-06,1,1,3,Spring,0.059,1.71,0.69,0.911,0,On-Time,8033.485189925694,Machinery,0,0,0,0,Short,0.71955
SH0402,Hamburg,Charleston,Maritime,2024-08-14,13,22,8,Summer,0.103,11.44,0.48,0.785,9,Major Delay,1846.212062567473,Textiles,1,1,0,0,Medium,3.62635
SH0403,Rotterdam,New York,Maritime,2024-08-12,12,15,8,Summer,0.041,2.07,3.06,0.78,3,Minor Delay,299386.02102223464,Chemicals,1,0,1,0,Medium,1.4491999999999998
SH0404,Rotterdam,New York,Maritime,2024-08-10,12,21,8,Summer,0.342,9.36,2.03,0.921,9,Major Delay,18911.892356996006,Machinery,1,1,1,0,Medium,3.40365
SH0405,Paris,Lyon,Rail,2024-07-01,1,4,7,Summer,0.219,6.73,0.42,0.746,3,Minor Delay,96353.45339683941,Food,1,1,0,0,Short,2.2313
SH0406,Delhi,Mumbai,Rail,2024-07-25,2,2,7,Summer,0.38,0.64,1.62,0.956,0,On-Time,19921.233669410103,Machinery,1,0,0,0,Short,0.684
SH0407,Shanghai,Los Angeles,Maritime,2024-02-24,14,22,2,Winter,0.142,6.22,1.64,0.845,8,Major Delay,255895.0507111232,Textiles,1,1,0,0,Medium,2.3431499999999996
SH0408,Shanghai,Los Angeles,Maritime,2024-02-05,14,23,2,Winter,0.135,4.06,3.79,0.903,9,Major Delay,17867.21322992823,Textiles,1,1,1,0,Medium,2.2167499999999998
SH0409,Rotterdam,New York,Maritime,2024-06-12,12,14,6,Summer,0.346,5.84,0.3,0.684,2,Minor Delay,27745.71428929646,Machinery,1,1,0,1,Medium,1.9751999999999998
SH0410,Chennai,Bangalore,Rail,2024-02-18,1,1,2,Winter,0.264,2.02,0.25,0.693,0,On-Time,59726.65631499103,Food,1,0,0,1,Short,0.7980499999999999
SH0411,Frankfurt,Berlin,Rail,2024-05-28,1,1,5,Spring,0.218,2.79,0.11,0.814,0,On-Time,33803.98028031468,Electronics,0,0,0,0,Short,0.9545999999999999
SH0412,Chennai,Bangalore,Rail,2024-10-02,1,21,10,Fall,0.53,12.07,1.13,0.454,20,Major Delay,9962.46545822416,Machinery,0,1,0,1,Short,4.146
SH0413,Mumbai,Felixstowe,Maritime,2024-03-01,18,25,3,Spring,0.305,7.68,1.9,0.682,7,Major Delay,8967.425240775205,Electronics,0,1,0,1,Long,2.9194999999999998
SH0414,Kolkata,Delhi,Rail,2024-03-16,3,3,3,Spring,0.347,3.04,1.0,0.961,0,On-Time,15476.67197045134,Machinery,0,0,0,0,Short,1.2411499999999998
SH0415,Chennai,Bangalore,Rail,2024-03-15,1,6,3,Spring,0.568,5.22,0.46,0.842,5,Major Delay,11611.99282904172,Chemicals,0,1,0,0,Short,1.8340999999999998
SH0416,Delhi,Mumbai,Rail,2024-03-17,2,7,3,Spring,0.097,0.94,4.44,0.807,5,Major Delay,2027.9632717690656,Electronics,0,0,1,0,Short,1.45965
SH0417,Hamburg,Charleston,Maritime,2024-04-21,13,17,4,Spring,0.239,4.16,0.0,0.736,4,Major Delay,23558.15433206192,Machinery,0,1,0,0,Medium,1.3618000000000001
SH0418,Paris,Lyon,Rail,2024-05-04,1,11,5,Spring,0.505,8.78,0.36,0.74,10,Major Delay,8578.330811603644,Textiles,0,1,0,0,Short,2.8899999999999997
SH0419,Hamburg,Charleston,Maritime,2024-03-08,13,13,3,Spring,0.231,2.4,0.25,0.854,0,On-Time,32571.999296751837,Food,0,0,0,0,Medium,0.8652
SH0420,Paris,Lyon,Rail,2024-01-10,1,11,1,Winter,0.142,4.72,0.84,0.9,10,Major Delay,5563.320973200032,Textiles,1,1,0,0,Short,1.6793999999999998
SH0421,Paris,Lyon,Rail,2024-08-26,1,8,8,Summer,0.534,5.46,0.13,0.888,7,Major Delay,26423.0211951605,Electronics,1,1,0,0,Short,1.8053
SH0422,Rotterdam,New York,Maritime,2024-04-23,12,17,4,Spring,0.361,8.4,0.5,0.65,5,Major Delay,83024.88491443083,Food,0,1,0,1,Medium,2.8047
SH0423,Kolkata,Delhi,Rail,2024-05-05,3,11,5,Spring,0.431,7.97,0.42,0.686,8,Major Delay,7665.1119841450345,Machinery,0,1,0,1,Short,2.6607
SH0424,Hamburg,Charleston,Maritime,2024-05-18,13,13,5,Spring,0.338,2.98,1.81,0.82,0,On-Time,26905.862575437975,Food,0,0,0,0,Medium,1.4590999999999998
SH0425,Chennai,Bangalore,Rail,2024-04-15,1,1,4,Spring,0.524,2.15,0.54,0.959,0,On-Time,16877.930743305664,Machinery,0,0,0,0,Short,0.8950499999999999
SH0426,Hamburg,Charleston,Maritime,2024-05-01,13,14,5,Spring,0.188,2.14,1.24,0.575,1,Minor Delay,101882.25985678588,Food,0,0,0,1,Medium,1.09585
SH0427,Mumbai,Felixstowe,Maritime,2024-06-18,18,25,6,Summer,0.142,8.78,0.81,0.748,7,Major Delay,20910.39421933785,Chemicals,1,1,0,0,Long,2.9279
SH0428,Delhi,Mumbai,Rail,2024-08-22,2,8,8,Summer,0.291,6.71,1.22,0.825,6,Major Delay,22088.342857629104,Textiles,1,1,0,0,Short,2.41995
SH0429,Rotterdam,New York,Maritime,2024-03-17,12,25,3,Spring,0.036,4.55,3.71,0.973,13,Major Delay,621.6346310071492,Electronics,0,1,1,0,Medium,2.30645
SH0430,Shenzhen,Long Beach,Maritime,2024-08-30,16,22,8,Summer,0.23,5.73,0.38,0.909,6,Major Delay,21347.632133426927,Chemicals,1,1,0,0,Medium,1.8827500000000001
SH0431,Hamburg,Charleston,Maritime,2024-08-15,13,28,8,Summer,0.094,10.46,1.06,0.786,15,Major Delay,59183.793933998255,Electronics,1,1,0,0,Medium,3.4753000000000007
SH0432,Hamburg,Charleston,Maritime,2024-02-24,13,17,2,Winter,0.404,4.42,0.23,0.743,4,Major Delay,90449.3327198101,Electronics,1,1,0,0,Medium,1.5285499999999999
SH0433,Paris,Lyon,Rail,2024-01-29,1,1,1,Winter,0.426,3.12,1.45,0.911,0,On-Time,13726.732653821246,Food,1,0,0,0,Short,1.4059499999999998
SH0434,Shanghai,Los Angeles,Maritime,2024-08-31,14,14,8,Summer,0.431,2.79,0.81,0.836,0,On-Time,13408.28674232446,Chemicals,1,0,0,0,Medium,1.1667
SH0435,Delhi,Mumbai,Rail,2024-05-04,2,9,5,Spring,0.313,6.66,0.16,0.991,7,Major Delay,236504.12863373428,Electronics,0,1,0,0,Short,2.10285
SH0436,Chennai,Bangalore,Rail,2024-05-22,1,8,5,Spring,0.048,4.12,0.15,0.692,7,Major Delay,32256.454438616198,Food,0,1,0,1,Short,1.3601
SH0437,Paris,Lyon,Rail,2024-01-15,1,3,1,Winter,0.245,1.55,3.36,0.804,2,Minor Delay,19698.699352607153,Chemicals,1,0,1,0,Short,1.403
SH0438,Rotterdam,New York,Maritime,2024-07-13,12,12,7,Summer,0.461,1.1,0.24,0.893,0,On-Time,12852.28970411458,Machinery,1,0,0,0,Medium,0.50895
SH0439,Frankfurt,Berlin,Rail,2024-04-14,1,9,4,Spring,0.232,4.62,2.38,0.636,8,Major Delay,81489.51645703558,Food,0,1,1,1,Short,2.1184000000000003
SH0440,Mumbai,Felixstowe,Maritime,2024-05-08,18,26,5,Spring,0.335,5.96,0.72,0.736,8,Major Delay,25708.12448270248,Food,0,1,0,0,Long,2.101
SH0441,Hamburg,Charleston,Maritime,2024-04-16,13,21,4,Spring,0.408,5.38,0.48,0.99,8,Major Delay,5190.747273723882,Chemicals,0,1,0,0,Medium,1.8180999999999998
SH0442,Chennai,Bangalore,Rail,2024-05-23,1,1,5,Spring,0.335,3.1,0.25,0.877,0,On-Time,23758.123110198405,Machinery,0,0,0,0,Short,1.09025
SH0443,Hamburg,Charleston,Maritime,2024-06-04,13,13,6,Summer,0.125,1.5,0.37,0.565,0,On-Time,8989.059236548921,Chemicals,1,0,0,1,Medium,0.67625
SH0444,Hamburg,Charleston,Maritime,2024-08-20,13,13,8,Summer,0.356,1.74,1.36,0.774,0,On-Time,94977.31899241233,Food,1,0,0,0,Medium,0.9897
SH0445,Hamburg,Charleston,Maritime,2024-02-02,13,13,2,Winter,0.083,2.69,1.21,0.821,0,On-Time,4150.846103272783,Machinery,1,0,0,0,Medium,1.17085
SH0446,Kolkata,Delhi,Rail,2024-03-14,3,8,3,Spring,0.468,9.89,0.57,0.793,5,Major Delay,4384485.220551404,Chemicals,0,1,0,0,Short,3.2548500000000002
SH0447,Delhi,Mumbai,Rail,2024-03-07,2,9,3,Spring,0.255,6.42,1.63,0.853,7,Major Delay,5065.465443074855,Chemicals,0,1,0,0,Short,2.42125
SH0448,Paris,Lyon,Rail,2024-08-09,1,3,8,Summer,0.15,2.21,0.09,0.416,2,Minor Delay,7511.7756050993685,Electronics,1,0,0,1,Short,0.8614999999999999
SH0449,Paris,Lyon,Rail,2024-04-02,1,5,4,Spring,0.151,9.37,0.25,0.788,4,Major Delay,5454.639184223018,Chemicals,0,1,0,0,Short,2.956699999999999
SH0450,Chennai,Bangalore,Rail,2024-06-08,1,1,6,Summer,0.078,2.75,0.76,0.843,0,On-Time,26608.719224560453,Machinery,1,0,0,0,Short,1.06985
SH0451,Chennai,Bangalore,Rail,2024-04-13,1,1,4,Spring,0.407,3.86,0.05,0.892,0,On-Time,21049.266805512532,Chemicals,0,0,0,0,Short,1.2788999999999997
SH0452,Kolkata,Delhi,Rail,2024-04-28,3,9,4,Spring,0.7,5.26,1.74,0.847,6,Major Delay,46332.00053662696,Textiles,0,1,0,0,Short,2.1912499999999997
SH0453,Paris,Lyon,Rail,2024-04-04,1,1,4,Spring,0.372,3.58,0.01,0.98,0,On-Time,2838.4983450530117,Machinery,0,0,0,0,Short,1.1559
SH0454,Kolkata,Delhi,Rail,2024-02-01,3,3,2,Winter,0.594,3.44,0.17,0.857,0,On-Time,18827.51422386254,Food,1,0,0,0,Short,1.22905
SH0455,Kolkata,Delhi,Rail,2024-05-19,3,3,5,Spring,0.304,2.6,0.66,0.863,0,On-Time,144169.30163054098,Electronics,0,0,0,0,Short,1.04005
SH0456,Mumbai,Felixstowe,Maritime,2024-01-25,18,18,1,Winter,0.191,3.19,0.19,0.64,0,On-Time,138123.64156148792,Food,1,0,0,1,Long,1.1327
SH0457,Kolkata,Delhi,Rail,2024-04-13,3,8,4,Spring,0.546,6.55,0.24,0.783,5,Major Delay,33358.12453037023,Food,0,1,0,0,Short,2.18845
SH0458,Rotterdam,New York,Maritime,2024-09-08,12,18,9,Fall,0.482,5.35,0.21,0.629,6,Major Delay,48982.209007599115,Food,0,1,0,1,Medium,1.84665
SH0459,Frankfurt,Berlin,Rail,2024-08-04,1,7,8,Summer,0.135,6.03,0.72,0.687,6,Major Delay,113985.05590265954,Machinery,1,1,0,1,Short,2.09425
SH0460,Shanghai,Los Angeles,Maritime,2024-04-30,14,21,4,Spring,0.202,11.85,0.09,0.598,7,Major Delay,267021.17861430487,Textiles,0,1,0,1,Medium,3.7183999999999995
SH0461,Frankfurt,Berlin,Rail,2024-08-13,1,1,8,Summer,0.189,1.43,0.61,0.746,0,On-Time,10966.612823655601,Food,1,0,0,0,Short,0.6828
SH0462,Delhi,Mumbai,Rail,2024-09-30,2,6,9,Fall,0.248,3.22,3.06,0.872,4,Major Delay,8276.765741781406,Food,0,0,1,0,Short,1.8126000000000002
SH0463,Kolkata,Delhi,Rail,2024-07-10,3,15,7,Summer,0.237,5.0,2.66,0.896,12,Major Delay,37051.350657680065,Textiles,1,1,1,0,Short,2.2384
SH0464,Mumbai,Felixstowe,Maritime,2024-05-31,18,21,5,Spring,0.327,1.7,2.06,0.824,3,Minor Delay,11825.981792682882,Electronics,0,0,1,0,Long,1.1344
SH0465,Shanghai,Los Angeles,Maritime,2024-03-09,14,14,3,Spring,0.115,1.31,0.04,0.649,0,On-Time,1966.3707736670583,Food,0,0,0,1,Medium,0.51375
SH0466,Shanghai,Los Angeles,Maritime,2024-06-15,14,14,6,Summer,0.271,3.07,1.24,0.622,0,On-Time,429386.5538669461,Machinery,1,0,0,1,Medium,1.3797
SH0467,Rotterdam,New York,Maritime,2024-02-29,12,12,2,Winter,0.408,3.56,0.54,0.775,0,On-Time,45505.266033070686,Chemicals,1,0,0,0,Medium,1.3408499999999999
SH0468,Shanghai,Los Angeles,Maritime,2024-03-08,14,20,3,Spring,0.06,6.97,1.02,0.606,6,Major Delay,16611.419951177868,Textiles,0,1,0,1,Medium,2.4564999999999997
SH0469,Mumbai,Felixstowe,Maritime,2024-08-05,18,25,8,Summer,0.245,2.38,4.8,0.9,7,Major Delay,420.198461182842,Chemicals,1,0,1,0,Long,1.988
